"0000403804","Rudolf Hinze"
"0000404948","Marion A Pritchard"
"CA306","Shaanxi Company"
"0000001460","C.A.S. Computer Application Systems"
"0000404461","Anni Fleer"
"0000402331","Julia Herbert"
"0000301320","浙"
"T-S66B15","Technoland"
"0000402814","Albert Head"
"T-L67B16","COMPU Tech. AG"
"0000404949","Helen Mo"
"CA307","Pearl Ltd."
"0000001470","Aircraft Products"
"0000402332","Maria Lynch"
"0000301321","新"
"0000404462","Diana Polansky"
"T-S66B16","Technoland"
"0000402815","Anne Hendrix"
"T-L67B17","COMPU Tech. AG"
"0000404950","Gemma Watkins"
"CA308","Panyu Mfg."
"0000402333","Silvia Martin"
"0000001492","Fördertechnik GmbH"
"0000301322","山"
"T-S66B17","Technoland"
"0000404463","Dieter Namyslo"
"0000402816","Scott Hillman"
"T-L67B18","COMPU Tech. AG"
"0000404951","Ken Lucas"
"0000402334","Patrick Varda"
"CA309","Musi Company"
"T-S66B18","Technoland"
"0000301323","新"
"0000404464","Helmut Gehlhoff"
"T-L67B19","COMPU Tech. AG"
"0000402817","Stephen Hix"
"0000404952","Peter Kevin"
"0000402335","Dominique Brooks"
"T-S66B19","Technoland"
"0000301324","陕"
"CA31","APJ Customer 31"
"T-L67B20","COMPU Tech. AG"
"0000404465","Lieselotte Hienitzsch"
"0000402818","Taffy Hobbs"
"0000404953","Donna Loiuse Aake"
"0000402336","Sarah Burns"
"T-S66B20","Technoland"
"0000301325","浙江有限公司"
"CA32","APJ Customer 32"
"T-L67B21","COMPU Tech. AG"
"0000402819","Simon Hooker"
"0000404954","Angela Aikman"
"0000402337","Patricia King"
"T-S66B21","Technoland"
"0000404466","Dr. Ing. Sören Flottmann"
"0000301326","新街口有限公司"
"T-L67B22","COMPU Tech. AG"
"0000402820","Patrick Howard"
"0000404955","Mali Toni"
"CA33","APJ Customer 33"
"0000402338","Jenna Barker"
"T-S66B22","Technoland"
"0000404467","Silke Flottmann"
"0000301327","山东集团公司"
"T-L67B23","COMPU Tech. AG"
"0000402821","Helen Hubbard"
"0000404956","Margaret J Warden"
"0000001500","Royal British Rail"
"0000402339","Rodriguez Morgan"
"T-S66B23","Technoland"
"CB2000100","Beverage Logitic Plc."
"0000301328","新世纪公司"
"T-L67B24","COMPU Tech. AG"
"0000404468","Heinz-Jürgen Muschel"
"0000402822","Ramsey Hunt"
"0000404957","Sue Sweetser-Hawkes"
"0000402340","Ian Herter"
"0000001508","Deutsche Computer AG"
"T-S66B24","Technoland"
"0000301329","陕西公司"
"CB2000200","Small Price Ltd."
"T-L67B25","COMPU Tech. AG"
"0000404469","Jakob Ledwon"
"0000402823","Stella Huxley"
"0000404958","Audrey Bugail"
"T-S66B25","Technoland"
"0000402341","Cindy Adams"
"0000301330","8500 Test AUS"
"0000001550","Adam Baumgarten und Söhne"
"T-L67B26","COMPU Tech. AG"
"CB2000300","Tall Flagon Limited"
"0000404470","Benedikt Lindgren"
"0000402824","Cornelius Earls"
"T-S66B26","Technoland"
"0000404959","Audrey Barton"
"0000301331","Test Australia 2"
"0000402342","Steve Lynch"
"0000001554","BM Automobil AG"
"T-L67B27","COMPU Tech. AG"
"CE01","Customer CE01"
"0000404471","Maria Worobjow"
"0000402825","Edward Edson"
"T-S66B27","Technoland"
"0000404960","Colin Pauline"
"0000301332","Building #1"
"CE02","Customer CE02"
"0000402343","Agnes Henkel"
"T-L67B28","COMPU Tech. AG"
"0000001555","BM Automobil AG"
"0000404472","Gerhard Michel"
"T-S66B28","Technoland"
"0000402826","Kathleen Ellis"
"0000404961","Gerry Davies"
"0000301335","AAA HVAC Contractors"
"T-L67B29","COMPU Tech. AG"
"0000402344","Albert Knauers"
"CE03","Customer CE03"
"T-S66B29","Technoland"
"0000001600","TALPA GmbH"
"0000404473","Sandra Wichmann"
"0000404962","David Birt"
"0000402827","Patricia Ephron"
"0000301340","天河有限公司"
"T-L67B30","COMPU Tech. AG"
"0000402345","Janette Bey"
"CE04","Customer CE04"
"T-S66B30","Technoland"
"0000001650","Henderson Inc."
"0000404474","Katharina Kroneder"
"0000404963","Paul Williams"
"0000402828","Clyde Erickson"
"0000402346","Sarah Anderson"
"T-L69A01","Hallmann Anlagenbau"
"CE05","Customer CE05"
"T-S66C01","Hitech & Co"
"0000301341","ГУП \"ГосНИИСинтезбелок\""
"0000001653","Daniel Dishwashers\, Inc."
"0000404475","Heinrich Wöstehoff"
"0000404964","Millicent Morgan"
"0000402829","Teresa Ewing"
"0000402347","Kate Dean"
"T-L69A02","Hallmann Anlagenbau"
"CE20","Customer Site - Two"
"0000301342","环宇管理咨询公司"
"0000404965","Melvin Whitfield"
"0000404476","Sigrid Voss"
"0000300158","Kolarchrome"
"0000402830","Margaret MacColl"
"T-L69A03","Hallmann Anlagenbau"
"0000404966","Neil Anthony Wright"
"0000001660","Huntington Pharmaceuticals ltd."
"0000301343","广博有限责任公司"
"T-S66C02","Hitech & Co"
"0000404477","Waltraud Haindl"
"0000402348","Maria Nelson"
"CE211","Customer 211 EMEA"
"0000402831","Russell Mansfield"
"0000404967","David Beaton"
"0000001661","Jaeger Pharma GmbH"
"0000300159","Esperro Corporation"
"0000402832","Greg Mark"
"T-L69A04","Hallmann Anlagenbau"
"0000404478","Dagmar Haller"
"0000402349","Greg Yang"
"T-S66C03","Hitech & Co"
"CE212","Customer 212 EMEA"
"0000301344","大宇有限公司"
"0000404968","Rupert Jones"
"0000300160","TB Corporation"
"0000402833","Jennifer Marshall"
"T-L69A05","Hallmann Anlagenbau"
"0000404479","Elisabeth Mayer"
"0000301345","中智公司"
"T-S66C04","Hitech & Co"
"CE213","Customer 213 EMEA"
"0000402350","Greg Chase"
"0000404969","Simon Vaughn"
"0000001670","CompSmart Inc."
"0000300161","Technica Corporation"
"0000402834","Terra Martini"
"T-S66C05","Hitech & Co"
"T-L69A06","Hallmann Anlagenbau"
"0000404480","Erich Hiebel"
"0000301346","新博开发有限公司"
"0000402351","John Henderson"
"0000404970","Colin Roberts"
"CE214","Customer 214 EMEA"
"0000300162","Zeus Industries Inc."
"0000402835","Barbara May"
"0000001671","Computer Club Market"
"T-L69A07","Hallmann Anlagenbau"
"T-S66C06","Hitech & Co"
"0000404481","Bernhold Lindner"
"0000402352","Jim Chang"
"0000404971","Kenneth Ablett"
"0000301347","ОАО \"Просторы\""
"CE215","Customer 215 EMEA"
"0000300163","Specialty Gases Corp."
"0000402836","Alan McCarthy"
"T-S66C07","Hitech & Co"
"T-L69A08","Hallmann Anlagenbau"
"0000402353","Sheiu Hunter"
"0000001690","Henderson Equipment"
"0000300164","OI Industries"
"0000404972","Stephen Peter Coed"
"T-S66C08","Hitech & Co"
"0000404482","Elinor Obermann"
"0000402837","Kate McBride"
"CE216","Customer 216 EMEA"
"0000301348","НКО \"Связьком\""
"0000402354","Maria Ewing"
"T-L69A09","Hallmann Anlagenbau"
"T-S66C09","Hitech & Co"
"0000404483","Adolf Sassen"
"0000300165","Gas Products and Chemicals"
"0000402838","Stanley McPherson"
"0000001700","Electricité\, Gaz et Eau"
"0000404973","Robert Hogarth"
"CE217","Customer 217 EMEA"
"0000301349","Alpha Center"
"FR-0004","LE COMPTOIR AVIGNONNAIS"
"T-S66C10","Hitech & Co"
"0000402355","Omar Winter"
"0000404484","Andreas Flügger"
"0000402839","Joseph Merwin"
"0000300166","SY America\, Inc."
"0000001750","Wheels Inc."
"0000404974","Owen Glyn Delacoe"
"FR-2200","IDES FRance"
"CE218","Customer 218 EMEA"
"T-S66C11","Hitech & Co"
"0000301350","Rheinische AG"
"0000402356","Kent Curtis"
"0000404485","Astrid Flügger"
"0000402840","Kate Mitchell"
"0000300167","Plastics Company"
"0000404975","Michael Wyatt"
"FR-2201","IDES FRance Subsidiary"
"0000001760","Spokes Inc."
"0000301351","Bauer GmbH"
"0000402357","Mary Morrison"
"T-S66C12","Hitech & Co"
"CE301","Frei und Söhne / Nürnberg"
"FR-2240","DIVISION 2240"
"0000300168","Outlex Chemical"
"0000404486","Emma Knobloch"
"0000404976","John Rhiannon"
"0000402841","Ralph Moore"
"0000301352","Adcom"
"T-S66C13","Hitech & Co"
"0000402358","Nanc Gonzales"
"0000001765","MONSANTO ARGENTINA"
"CE302","Frankfurt Main"
"FR-6301","General Mechanics"
"0000300169","Tegris\, Inc."
"0000404977","Mon Sudbury"
"0000402842","Jerry Myers"
"T-S66C14","Hitech & Co"
"0000404487","Wolfgang Wachowiak"
"0000301353","Zynega Pharm AG"
"FRONTLINE","FrontLine Marketing"
"0000402359","Cliff Robertson"
"0000300170","ABC Americas\, Inc."
"CE303","Ludwigshafen Inc."
"T-S66C15","Hitech & Co"
"0000402843","Suzanne Owen"
"0000001766","MONSANTO COMPANY"
"FSCM88","Felsmann88"
"0000404488","Erika Sattler"
"0000404978","Roberts Wright"
"0000301354","Sistemas Alfa"
"0000402360","Jeff Deford"
"0000300171","XY Corporation"
"T-S66C16","Hitech & Co"
"CE304","XD /Mannheim"
"0000402844","Lynn Ray"
"0000001767","CUSTOMER DO BRAZIL LTDA"
"FUJI_WINE","Fuji Wine Inc."
"0000404489","Hafiza Martensen"
"0000404979","Paul Moffat"
"T-S66C17","Hitech & Co"
"0000402845","Alice Reed"
"0000300172","Goldfrapp\, Inc."
"GTS001","GmbH carbor"
"0000402361","Andrew Garib"
"0000001770","Cycles Inc."
"CE305","August Campmann / München"
"0000404490","Wilhelm Panowicz"
"0000301355","Tecnología Móvil"
"0000404980","Gwilym Lawrence"
"GTS002","BADET\, SAJID MUHAMMAD"
"0000300173","Finger Lakes Chemical Corp."
"0000402362","Hugo Iams"
"0000404981","Rodney Williams"
"0000404491","Ilse Abel"
"CE306","Allerlei / Leipzig"
"0000301356","Soluciones IT"
"0000402846","Marian Rees"
"T-S66C18","Hitech & Co"
"0000001780","The Bikes Shop"
"GTS003","Grosshandel-Baden"
"0000300174","Usimont S.p.A."
"0000402363","John Fisher"
"0000404982","Miles Bell"
"0000301357","Grupo Adcom"
"0000404492","Josef Gehring"
"0000402847","Eve Reilly"
"T-S66C19","Hitech & Co"
"0000001790","Sports Equipment"
"CE307","Frank & Co / Dortmund"
"0000300175","Algon Corp."
"0000301358","Global Computers"
"GTS004","Broths Marx Piping Copmany"
"0000404983","Brionie Sorrell"
"0000402848","Nathan Rashid"
"0000402364","Lee Kleven"
"0000404493","Hans Müller"
"T-S66C20","Hitech & Co"
"0000300176","Andy G\, L.L.C."
"GTS005","AREGON MAX CARO"
"0000001800","Österreichische Wasserwerke"
"T-S66C21","Hitech & Co"
"0000301359","CompuTec"
"0000402849","John Richards"
"CE308","CE308"
"0000402365","Gina MacLean"
"0000404494","Walter Steinow"
"0000404984","Mike Camp"
"0000300177","Any Crop Protection Inc."
"GTSKR-C01","HanKook Corp"
"0000001900","J & P"
"CE309","Midtown Industries"
"0000402850","Louise Riker"
"0000402366","Mark Calligan"
"T-S66C22","Hitech & Co"
"0000301360","Aventis XL Ste"
"0000404985","Terence Davies"
"0000300178","Earth Industries\, Inc."
"0000001901","Motor Sports"
"0000404495","Wolfgang von Petersen"
"IC-30000","New York"
"0000402851","Maggie Robb"
"0000301361","Micro Ste"
"0000402367","Emma Hampton"
"0000300179","Targo\, Inc."
"T-S66C23","Hitech & Co"
"CE31","CE31"
"0000404496","Diethard Schindke"
"IDESCUST","IDES Customer"
"0000001908","Caribbean Computer Supply Corp"
"0000404986","Denis Roland"
"0000402852","Nora Rollins"
"0000301365","Automatisme Electricite"
"0000402368","Kenny A Hammer"
"T-S66C24","Hitech & Co"
"CE32","CE32"
"0000001933","Ehpfünf"
"0000300180","Henschel Engineering Ltd."
"IOT-CU-01","New York Abrasives"
"0000404497","Werner Sappert"
"0000301366","Europeenne Industries"
"0000402853","Steve Roy"
"CE33","CE33"
"0000402369","John Smith"
"T-S66C25","Hitech & Co"
"0000404987","Joy Hargraves"
"0000300185","Food Town Markets\, Inc"
"0000001948","Dave Bell Enterprises Pty Ltd"
"0000402854","John Ryan"
"0000404988","Brian Hughes"
"T-S66C26","Hitech & Co"
"0000404498","Kurt Foerster"
"CL01","BR01 Customer 1 LA"
"0000402370","Roger Yang"
"IOT-CU-02","Lebensmittelgrosshandlung Meyer"
"0000301367","Nicolas Industries"
"0000300186","Home Office Accessories"
"0000001960","K.A.P.A GmbH"
"0000404989","Susan Roberts"
"0000404499","Michael Foerster"
"T-S66C27","Hitech & Co"
"CL02","BR01 Customer 2 LA"
"0000402371","Laurel K. Cooper"
"IT24001","Herby Domestic Buildings"
"0000300187","Office Products Warehouse"
"0000404990","Douglas Atkinson"
"T-S66C28","Hitech & Co"
"0000301368","Metro Solutions"
"0000402372","Chelsa Quinn Loo"
"CL03","BR01 Customer 3 LA"
"0000001990","Mansur Computers. Inc."
"0000404500","Susanne Marx"
"IT24001D","Herby Domestic"
"0000404991","Derek Bowler"
"T-S66C29","Hitech & Co"
"0000300188","Tops Business Center Store"
"IT24002","University of Media"
"0000001991","Reserv.f.Kreditprozess"
"0000402373","Andrew Miller"
"CL04","BR01 Customer 4 LA"
"0000301369","Systems Capita"
"0000404992","Sylvia Bradley"
"T-S66C30","Hitech & Co"
"0000404501","Reinhold Marker"
"0000300189","Office Outlet"
"IT24002D","University of Dallas"
"0000001992","IDES UK"
"CL05","BR01 Customer 5 LA"
"0000402374","Robert Shariffit"
"0000301370","EDF Solutions"
"0000404993","Alan Gibbons"
"T-S66D01","Compu-Soft"
"0000404502","Andreas Kellermann"
"0000300190","Scissors & Supplies"
"0000001993","IDES US"
"IT24003","Healthy Sparrow Incorporation"
"0000402375","Mark W. Grant"
"0000301371","Bentley Group"
"CL20","BR02 Customer 1 LA"
"T-S66D02","Compu-Soft"
"0000404503","Josef Müller"
"0000300191","REMA Deutschland GmbH"
"IT24003D","Healthy Sparrow Incorporation"
"0000404994","Alwyn Jones"
"0000402376","Nancy Hopkins"
"CL211","Customer 01"
"0000301372","Data Systems"
"0000402855","Barry Sand"
"T-S66D03","Compu-Soft"
"0000001997","Royal Bank of Great Britain"
"0000404504","Wolfgang Gebert"
"0000300195","REMA Warenhaus"
"IT24004","Railroad Association"
"0000402377","Kevin Trully"
"0000404995","Michael E Evans"
"0000301373","MetroPolis Corporation"
"CL212","Customer 02"
"T-S66D04","Compu-Soft"
"0000402856","Donald Shields"
"0000001998","Editorial Atlántida S.A."
"0000404505","Hans-Jürgen Steier"
"0000300196","REMA Supermarkt"
"T-S66D05","Compu-Soft"
"0000404996","Richard Collins"
"0000301374","Alpha Corporation"
"IT24004D","Railroad Inc."
"0000402857","Bruce Sherman"
"CL213","Customer 03"
"0000402378","Charles O'Hara"
"0000001999","Walter Technologie GmbH"
"0000404506","Petra Schießl"
"0000300197","Computer Systems"
"T-S66D06","Compu-Soft"
"IT24005","Home Made Food"
"0000301375","東京株式会社"
"0000404997","David Evans"
"0000402858","Joe Shriver"
"0000402379","Patricia Wong"
"0000002000","Carbor GmbH"
"CL214","Customer 04"
"T-S66D07","Compu-Soft"
"0000300198","Heating Pumps Inc."
"0000404507","Hannelore Gerckens"
"IT24006","American Food Corp."
"0000404998","Jennifer Bell"
"0000301376","エスイーシー"
"T-S66D08","Compu-Soft"
"0000402859","Gail Singer"
"0000002001","SAPSOTA AG"
"CL215","Customer 05"
"0000402380","Pat Webber"
"0000404508","Christine Krüger"
"IT24007","KDLD Last Minute Flight"
"0000404999","Lesley Rachel"
"0000402860","Kelly Snyder"
"0000300200","Food Town Markets - Store 200"
"T-S66D09","Compu-Soft"
"0000402381","Mercedes Mirror"
"0000301377","ホヤテクノロジーズ"
"0000002002","Sapsota AG"
"0000404509","Daniel Pielmeier"
"CL216","Customer 06"
"0000405000","John Davies"
"0000402861","Jane Sparks"
"T-S66D10","Compu-Soft"
"IT24008","Institute of Overseas Relationships"
"0000301378","フジコー"
"0000300201","Food Town Markets  - Store201"
"0000002004","SudaTech GmbH"
"0000402382","Robert Abott"
"0000404510","Beate Opitz"
"0000402862","Virginia Stevens"
"CL217","Customer 07"
"0000405001","Nichola Surgery"
"IT24009","Maurice Multer School"
"T-S66D11","Compu-Soft"
"0000301379","東光エンタープライズ"
"0000300202","Food Town Markets - Store 202"
"0000402383","Jack Wong"
"0000404511","Petra Naujoks"
"CL218","Customer 08"
"0000402863","Chris Swann"
"IT24010","Porter & Son LTD"
"0000002005","SudaTech GmbH Filiale Karlsruhe"
"0000300203","REMA Warenhaus West"
"0000301380","한국 기술"
"0000402384","Joe Wood"
"0000404512","Christel Rahn"
"CL301","CL301"
"T-S66D12","Compu-Soft"
"0000405002","John Roberts"
"0000402864","Lauryn Swift"
"0000002006","Etelko Textilien"
"IT24011","Rising Sun Corp."
"0000301381","한국 산업"
"0000300204","REMA WH Gelsenkirchen"
"0000404513","Johann Neugebauer"
"CL302","CL302"
"0000402385","Kevin Andrew Miller"
"0000402865","Ernest Damron"
"0000405003","Gerry Bullock"
"T-S66D13","Compu-Soft"
"IT24012","CMR Corporation"
"0000300205","REMA WH Köln"
"0000002007","Software Systeme GmbH"
"0000301382","한국 주식 회사"
"0000402386","Tracy Simson"
"CL303","CL303"
"0000402866","Kristin Dane"
"0000404514","Norbert Hihn"
"T-S66D14","Compu-Soft"
"0000405004","Paul Burbage"
"0000002025","Luvlee Ice"
"0000300206","REMA WH Düsseldorf"
"0000301383","한국 기업"
"IT24013","Hintington Pharmaceuticals Ltd."
"T-S66D15","Compu-Soft"
"0000402867","Barry Davies"
"CL304","CL304"
"0000404515","Dagmar Eßing"
"0000300207","REMA Warenhaus Ost"
"0000002122","Customer 1"
"0000402387","Tracy Heiden"
"0000301384","한국 시스템"
"IT24014","Conner's Books Corner"
"0000405005","Robert Forrest"
"T-S66D16","Compu-Soft"
"0000402868","Thomas Dewey"
"CL305","CL305"
"0000404516","Martin Spantig"
"0000402388","Alex White"
"0000300208","REMA WH Dresden"
"0000002123","Customer 2"
"T-S66D17","Compu-Soft"
"CL306","CL306"
"0000301385","Альфа Центр"
"IT24015","Suitable Software Solutions Corp."
"0000405006","Ralph Jones"
"0000404517","Wolf Gehrke"
"0000300209","REMA WH Leipzig"
"0000402389","Steve Blockstein"
"0000402869","Robert Dodge"
"0000002124","Customer 3"
"T-S66D18","Compu-Soft"
"CL307","CL307"
"0000301386","К-Технологии"
"0000405007","Paul Dillon"
"IT24016","Period Furniture Center Houston"
"0000404518","Georg Kirmes"
"0000402390","Agnes Berger"
"0000300210","REMA Supermarkt Nord"
"CL308","CL308"
"0000405008","David Frozen"
"0000002130","COMPU Tech. AG"
"T-S66D19","Compu-Soft"
"IT24016D","Period Furniture Center"
"0000402870","Richard Hall"
"0000301387","Высокие технологии"
"0000404519","Marianne Hiller"
"0000402391","Albert Setlur"
"0000300211","REMA SM Hamburg"
"0000405009","Colin Nolan"
"0000002140","N.I.C. High Tech"
"IT24017","Hotel Sleep Well"
"T-S66D20","Compu-Soft"
"CL309","Industria De Alimentos / Santiago"
"0000404520","Helmut Gehrke"
"0000402871","Rob Hamilton"
"0000300212","REMA SM Bremen"
"0000405010","Anglesey Gosling"
"0000402392","Edward Müller"
"0000301388","Эдком Компьютер"
"T-S66D21","Compu-Soft"
"0000404521","Elke Standke"
"0000002141","Jaspers Computers"
"IT24017D","Hotel Sleep Very Well"
"CL31","LA Customer 1"
"0000402872","Daniel Gibbs"
"0000300213","REMA Supermarkt Ost"
"0000402393","Peter Ventin"
"0000405011","Marshall Pepler"
"T-S66D22","Compu-Soft"
"0000002145","CompuMax GmbH"
"0000301389","Глобал Компьютер"
"CL32","LA Customer 2"
"0000300214","REMA SM Brandenburg"
"0000405012","Lindblom Services"
"IT24018","Tee & Coffee for bon vivants"
"0000402873","Warren Russell"
"T-S66D23","Compu-Soft"
"0000402394","Douglas Heimburg"
"0000002146","PC-World Stuttgart KG"
"0000404522","Bauingenieur Richard Gebauer"
"CL33","LA Customer 3"
"0000301390","Mototel"
"0000300215","REMA SM Berlin"
"0000405013","John Gail"
"T-S66D24","Compu-Soft"
"IT24018D","Tee & Coffee"
"0000002147","Riedel Computer OHG"
"0000402874","Joey Bain"
"0000403851","Peter Erdbrügge"
"0000301391","Industrias Berna"
"0000402395","Johny Farmer"
"0000405014","Janet Price"
"0000300216","REMA Supermarkt Süd"
"0000402875","Hardy Tudor"
"T-S66D25","Compu-Soft"
"0000002148","Alpha-Systems GmbH"
"0000403852","Günter Abraham"
"CLIBR","Cliente Brasil"
"IT24019","Mylady Hair Style"
"0000301392","Corporación Agra"
"0000402396","Peter Richey"
"0000405015","Jennifer Wolfgang"
"T-S66D26","Compu-Soft"
"0000300217","REMA SM Nürnberg"
"0000002149","S.C.T. Electro"
"0000405016","Roberts Rickard"
"0000402876","Roger Oliver"
"0000301393","Techno"
"0000402397","Janett Justina Turner"
"0000403853","Lieselotte Hammelmann"
"T-S66D27","Compu-Soft"
"IT24020","Lovely Sound Inc."
"CLIE-7100","Centro Rio de Janeiro"
"0000300218","REMA SM München"
"0000002150","PEM GmbH"
"0000301394","Zela"
"0000402877","Joanne Cain"
"0000405017","Audrey Price"
"0000402398","David Windham"
"0000403854","Hermann Lehning"
"T-S66D28","Compu-Soft"
"0000300219","REMA SM Stuttgart"
"0000405018","Denis Davies"
"IT24021","Maurer & Bader Ingenieurbüro GmbH"
"0000301395","Alumina Corporation"
"0000002151","Elektromotorenwerke Muenchen"
"0000402878","Judith Cameron"
"T-S66D29","Compu-Soft"
"0000403855","Christina Neustädter"
"CLIE00-20","Cliente Nacional / Cobrança Boleto"
"0000300220","REMA Supermarkt West"
"0000402399","Chris Baxter"
"0000405019","Margaret Worrall"
"IT24022","Avisarito"
"0000002152","Bit Market"
"0000301396","Australian Enterprise"
"0000402879","Libby Campbell"
"T-S66D30","Compu-Soft"
"0000300221","REMA SM Köln"
"0000402400","Jutta Sallis"
"0000002153","Elektronik Gmbh"
"0000405020","Wilnor Manager"
"0000403856","Rudolf Erdbrügge"
"T-S66E01","Protec AG"
"0000402880","Jim Canela"
"IT24023","Brand & Baumeister Gießerei"
"CLIE00-21","Cliente Nacional/Cobrança Duplicata"
"0000301397","Austi Corp"
"0000300222","REMA SM Düsseldorf"
"0000002154","TECUM"
"0000402401","Ronald Pickett"
"0000405021","Barry Hughes"
"0000403857","Manfred Jeske"
"T-S66E02","Protec AG"
"IT24023D","Brand & Baumeister GmbH"
"0000300223","REMA SM Dortmund"
"CLIENT","Client Type"
"0000301398","Smorgo Industries"
"0000402881","Patricia Card"
"0000402402","Anne Adams"
"0000002155","Colonia Computer Center"
"0000403858","Hans-Joachim Orlovius"
"0000405022","Pennant Johnson"
"T-S66E03","Protec AG"
"IT24024","Bratfisch GmbH"
"0000300224","REMA SM Mönchengladbach"
"0000301399","Reynolds Software"
"0000402882","Julie Carey"
"CMDS_OEM","Customer CMDS_OEM"
"0000402403","Geoffrey Parker"
"0000405023","Mary Wright"
"0000002156","Compute & Print"
"T-S66E04","Protec AG"
"0000403859","Klaus-Dieter Hinze"
"IT24025","Pfisterer und Partner GmbH"
"0000300225","REMA Discount"
"CMDS_OEM2","Customer CMDS_OEM2"
"0000402883","Samuel Capek"
"0000405024","Joy Briain"
"T-S66E05","Protec AG"
"0000402404","Don Karon"
"0000002200","HTG Komponente GmbH"
"0000301400","Capita Systems"
"0000403860","Frank Erfeld"
"0000300226","REMA Discount West"
"IT24026","becom more GmbH"
"CMS0000001","Crocodile Enterprise"
"T-S66E06","Protec AG"
"0000405025","Paul Evans"
"0000402405","Michael Grin"
"0000002210","HTG Components"
"0000301401","Capita Systems"
"0000402884","Lisa Calvino"
"IT24027","Schwabenhaus.de"
"0000403861","Emma Eisen"
"0000300227","REMA Discount Düsseldorf"
"CMS0000002","Live Computer Systems"
"0000405026","Haydn Bernie"
"0000301402","Capital Systems"
"0000402406","Julia Paul"
"T-S66E07","Protec AG"
"0000002222","Cust Customer"
"IT24028","Buntfisch Softwarehaus"
"0000402885","Philip Caldwell"
"0000403862","Markus von Essen"
"0000300228","REMA Discount Dortmund"
"0000402407","Maria Green"
"CMS0000003","Motor Trucks Inc."
"0000405027","Susan Mcquilkin"
"T-S66E08","Protec AG"
"0000403863","Johanna Geppert"
"0000402886","Ruth Dale"
"0000300229","REMA Discount Köln"
"0000002300","Motomarkt Heidelberg GmbH"
"0000402408","Silvia Hall"
"IT24029","CCT Software- u. Beratungs GmbH"
"CMS0000007","Dispute International"
"0000301403","EDP Solutions"
"0000405028","Nicholas Tarmaster"
"T-S66E09","Protec AG"
"0000403864","Martin Kretschmer"
"0000402887","Melanie Daniel"
"0000300230","REMA Cash & Carry"
"0000002310","Caramba Car S.L."
"0000301404","Bentley Corporation"
"CMS0000008","Best Service International"
"0000405029","Handler Jackson"
"0000402409","Patrick McFarland"
"0000402888","Christopher Darville"
"T-S66E10","Protec AG"
"0000300231","REMA C&C Nord"
"IT24030","Katzenjammer AG"
"0000002311","Express Tobacco"
"0000301405","Data Solutions"
"0000402410","Dominique Walton"
"0000403865","Rüdiger Bartsch"
"0000402889","Alyson Eager"
"0000300232","REMA C&C Bremen"
"T-S66E11","Protec AG"
"0000301406","MetroPolis Corp"
"0000002312","Marcello Garcia"
"IT24031","Eden AG"
"0000402411","Sarah Perez"
"CMS0000009","Never Pay"
"0000405030","Gwilym Riitta"
"0000403866","Emma Bartsch"
"0000300233","REMA C&C Süd"
"0000301407","Rheinische AG"
"0000402890","Tom Eastwood"
"T-S66E12","Protec AG"
"0000402412","Patricia Harley"
"CMS0000010","Engelbert Logistik"
"0000002313","d/vision\, diseño y comunicación"
"0000405031","Caroline Reiter"
"0000403867","Karl Laurenzis"
"0000300234","REMA C&C München"
"IT24032","Energielösungen Kuhn"
"0000402413","Jenna Turner"
"0000402891","Adam Edson"
"0000301408","Bauer GmbH"
"T-S66E13","Protec AG"
"CMS0000011","Buy More Flowers GmbH"
"0000002315","Customer 1"
"0000405032","Barbara Owen"
"0000403868","Thomas Gembus"
"IT24033","Kosmetikberatung Bauer"
"0000402414","Rodriguez Bull"
"0000402892","Mary Harrison"
"0000300235","ERGO Supermarkt Düsseldorf Ost"
"0000301409","Adcom"
"T-S66E14","Protec AG"
"CMS0000012","Reifen & More GmbH"
"0000405033","Nick Hughes"
"IT24033D","Kosmetik Baur"
"0000002316","Customer 2"
"0000402415","Ian Chadburn"
"0000403869","Waldemar Laubsch"
"0000402893","Cindy Hart"
"T-S66E15","Protec AG"
"0000301410","Zynega Pharm AG"
"CMS0000018","Rosenthaler GmbH"
"0000405034","Tomas Carter"
"0000300236","ERGO Supermarkt Düsseldorf Nord"
"0000002350","Dulcerias de Cory"
"0000403870","Reinhold Kedzia"
"0000301415","US Systems"
"T-S66E16","Protec AG"
"CMS0000019","Mayburgh GmbH"
"0000402894","James Hay"
"0000405035","Kenneth Williams"
"0000300237","ERGO Supermarkt Hilden"
"0000002400","2400"
"IT24034","Gesellschaft für Kinder in Not"
"0000402416","Cindy Evans"
"0000301416","FR systèmes"
"0000403871","Jutta Jesz"
"T-S66E17","Protec AG"
"CMS0000020","Blockhaus GmbH"
"0000402895","Roger Head"
"0000405036","Susan Roberts"
"0000402417","Steve Zahn"
"0000002401","Napoli Export"
"0000300238","KARAT Supermarkt Ratingen"
"T-S66E18","Protec AG"
"CMS0000021","Gondel AG"
"0000301417","UK Systems"
"0000403872","Dipl.-Ing. Bernd Walter"
"0000402896","Edmond Hendrix"
"IT24035","Gaststätte zum knuddeligen Bären"
"0000405037","Ffilmiau Health"
"0000402418","Agnes Hardin"
"0000300239","KARAT Supermarkt Erkrath"
"0000301418","DE Systemes"
"T-S66E19","Protec AG"
"0000402897","Kathey Hillman"
"0000403873","Tim Kleinmax"
"CMS0000022","Salz & Zucker GmbH"
"0000002402","Jashanmal International Trading Co"
"IT24035D","Gaststätte zum Bären"
"0000405038","Jobe Wood"
